customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
8167-A327,Male,0,No,Yes,1,Yes,No phone service,No,Yes,No,No,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,76.33394895520821,100.91845238522238,Yes
8391-B127,Female,0,No,Yes,23,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,71.25392986059086,1642.9716380034292,No
7797-A505,Female,0,No,No,37,No,No phone service,No,No,No internet service,No internet service,Yes,No,No,Month-to-month,No,Electronic check,34.36860545128897,1271.226046452225,Yes
9224-B341,Male,1,Yes,No,21,Yes,No phone service,DSL,No internet service,No internet service,No,No internet service,No,Yes,One year,No,Mailed check,90.15342401366156,1884.099276882646,No
7326-A483,Male,0,Yes,Yes,25,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,No,No internet service,Month-to-month,No,Electronic check,88.83101127360803,2224.4758627238803,No
4678-A426,Female,0,No,No,42,Yes,Yes,No,No,No internet service,No internet service,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),115.42861492955169,4862.773584374854,No
2623-C765,Female,0,Yes,No,54,No,No phone service,Fiber optic,No,No,Yes,No,No,No internet service,One year,No,Bank transfer (automatic),48.419314522719276,2634.127778327814,No
6493-A240,Female,0,No,No,38,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),94.27277037493694,3596.3268322324707,Yes
1627-B949,Female,0,Yes,Yes,28,No,No,DSL,No internet service,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,61.87355875036172,1740.8927412931891,Yes
8740-C951,Female,0,Yes,Yes,19,No,No phone service,Fiber optic,No,No internet service,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),74.37651555742156,1417.2557292914812,Yes
3273-C580,Male,0,No,Yes,40,No,Yes,Fiber optic,No,No,Yes,No internet service,No internet service,No,Two year,Yes,Credit card (automatic),100.3036124878561,4001.65781920544,No
8349-C105,Female,0,No,No,53,No,No,DSL,Yes,Yes,No,No,Yes,No internet service,One year,Yes,Electronic check,40.56050202440704,2148.709391815272,No
2298-A362,Male,1,No,Yes,19,No,No,DSL,No internet service,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,52.7083083225052,999.2990767528875,No
4533-A661,Male,0,No,No,18,Yes,No,DSL,Yes,No,No,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),95.96752135485849,1726.4833440333803,No
9647-B213,Male,0,Yes,Yes,65,Yes,No phone service,Fiber optic,Yes,No,No,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),75.58102048643002,,No
5720-A408,Female,1,Yes,Yes,29,No,No,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,Yes,One year,No,Credit card (automatic),27.538503148959556,806.1952110041908,No
2996-A344,Male,1,Yes,No,52,Yes,No,Fiber optic,No,Yes,No,No,No internet service,Yes,One year,No,Bank transfer (automatic),61.483679611240554,,No
7878-C912,Male,0,No,Yes,33,No,No,DSL,Yes,No,Yes,Yes,No internet service,No,Two year,No,Bank transfer (automatic),77.20664795378815,2544.2690784035735,No
8489-A213,Female,0,Yes,No,21,No,No,No,No internet service,Yes,Yes,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),109.65649030272779,2295.626030115173,No
9189-C648,Male,0,No,No,66,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,No,Yes,Two year,No,Electronic check,37.193049018833186,,No
1269-C627,Male,0,Yes,Yes,5,Yes,No phone service,No,No internet service,No,Yes,No,No,No internet service,Two year,No,Bank transfer (automatic),99.24827332193703,511.2091118702432,No
4963-C247,Female,0,No,No,26,Yes,No phone service,DSL,Yes,No internet service,No internet service,No,Yes,No,Two year,Yes,Bank transfer (automatic),31.377760549197433,815.7196913130279,No
5772-B101,Male,0,No,Yes,9,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,42.594683837618625,386.16956002323053,Yes
6780-A684,Male,0,Yes,Yes,72,Yes,Yes,No,No,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),42.706060290757364,3094.188946564931,No
7825-A780,Male,1,No,No,47,No,No phone service,Fiber optic,No internet service,No internet service,No,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),106.43665918883768,5014.557407267884,Yes
2402-C469,Female,1,No,Yes,69,Yes,No,Fiber optic,No,Yes,No,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,38.251278047506204,2645.21563345345,Yes
2108-C657,Female,0,Yes,No,58,Yes,No,Fiber optic,Yes,No internet service,Yes,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),97.33955306203362,5651.151055260524,Yes
9312-C667,Female,0,No,Yes,58,Yes,No phone service,No,Yes,Yes,No,Yes,No,No,One year,No,Electronic check,64.6615566689718,3744.339627722435,No
1333-B994,Male,0,No,Yes,1,No,No,DSL,Yes,No,No internet service,Yes,No internet service,Yes,One year,Yes,Mailed check,118.65862216362973,111.64992767480364,No
8702-A750,Male,0,No,Yes,28,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),102.5786956145366,2873.617558737075,No
7338-B359,Female,0,Yes,Yes,67,No,No,DSL,No,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),92.59016501200571,6205.208796855966,No
1266-B907,Male,0,Yes,Yes,64,Yes,No,DSL,No,No,Yes,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),105.75799381854566,6760.013955696593,No
2106-B346,Male,0,No,No,25,Yes,No,No,No,Yes,No internet service,No,No internet service,Yes,One year,No,Bank transfer (automatic),81.97005445680588,2056.2843280596217,No
2698-C852,Female,0,Yes,No,9,No,No phone service,No,Yes,No,No internet service,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),103.03705178111402,924.5604871450549,Yes
6447-A145,Female,0,No,No,52,Yes,Yes,DSL,No,No,Yes,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),44.493248159826315,2324.922111668097,No
6772-C446,Male,0,No,No,58,Yes,No,Fiber optic,Yes,Yes,No,No,No internet service,No internet service,Two year,Yes,Mailed check,28.06917271565803,1627.4579323902724,No
3868-C575,Male,0,No,No,21,No,No phone service,No,No,No internet service,No internet service,No internet service,Yes,No,One year,Yes,Bank transfer (automatic),80.1511667122102,1681.7352986560556,No
8840-C286,Male,0,No,No,50,Yes,No,Fiber optic,Yes,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),61.93638446269039,3087.44525863946,Yes
3209-A833,Female,1,No,Yes,47,No,Yes,Fiber optic,No,No,Yes,No internet service,No internet service,No,Two year,Yes,Bank transfer (automatic),61.10729992688941,2863.764499212616,No
8498-A400,Female,0,Yes,Yes,20,No,No,Fiber optic,No internet service,No internet service,No internet service,Yes,No,Yes,One year,Yes,Mailed check,71.18815916921963,1436.9408270351685,No
4302-A910,Female,0,No,No,21,No,Yes,DSL,No internet service,No internet service,No,No,No,Yes,One year,No,Bank transfer (automatic),54.56895246233702,1148.6376391789672,No
4268-A423,Female,0,Yes,No,29,No,No,Fiber optic,Yes,Yes,No internet service,No,No,No,Two year,Yes,Mailed check,81.16898291000433,2357.793528195352,No
6080-C507,Male,0,Yes,Yes,24,No,Yes,DSL,Yes,No,Yes,No internet service,No internet service,No,Month-to-month,No,Electronic check,21.322120918436806,527.7373716113145,No
9897-B359,Female,0,No,Yes,27,Yes,No,DSL,No,No,No internet service,Yes,No internet service,No,One year,Yes,Bank transfer (automatic),115.72407985911721,3111.374269992742,No
1599-C295,Female,0,No,Yes,64,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),111.18325370057983,7122.4407940075225,Yes
5687-B982,Female,0,Yes,No,44,Yes,No,Fiber optic,No internet service,No internet service,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,112.24465133948434,4922.885750290379,Yes
1783-C439,Female,0,Yes,No,67,No,No,Fiber optic,No,No,No,No internet service,Yes,No,Two year,No,Electronic check,54.9328513061637,3676.124518092434,No
5476-A918,Female,1,Yes,No,6,No,No phone service,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,71.70504124473953,418.77937722135187,Yes
7029-B509,Male,0,No,Yes,48,No,No phone service,DSL,Yes,No,No internet service,Yes,No,No,One year,Yes,Mailed check,114.14012560728631,5487.311934609064,No
8204-B447,Male,0,Yes,Yes,8,No,Yes,Fiber optic,Yes,No,No,Yes,No internet service,No internet service,Two year,Yes,Electronic check,108.93577867097245,852.5889658471834,No
4060-B808,Female,1,No,No,35,Yes,No,Fiber optic,Yes,No,No internet service,Yes,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),97.6695698280653,3416.134098868758,No
9151-B916,Male,0,No,No,0,Yes,Yes,DSL,Yes,No,No,No internet service,Yes,No internet service,Two year,Yes,Bank transfer (automatic),59.18682477968304,0.0,No
9507-B920,Female,1,No,Yes,9,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,74.96609192980843,666.1467436422357,No
2353-C534,Female,0,Yes,Yes,35,No,Yes,No,No internet service,No internet service,No,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,97.93770365877309,3420.8125164151825,No
2293-B716,Male,0,No,Yes,72,Yes,Yes,DSL,Yes,No internet service,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),45.68770555177319,3302.7058451026564,No
3956-C400,Male,0,No,Yes,45,No,No phone service,No,No,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,81.2081615069252,3651.0149733113185,Yes
6262-A181,Female,0,No,No,31,No,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),101.45739964761161,3162.452646036109,Yes
6372-C402,Female,0,No,Yes,31,No,Yes,Fiber optic,No internet service,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,89.34920656915659,2789.19126691232,No
6021-B717,Female,0,No,Yes,5,Yes,No phone service,Fiber optic,Yes,No,No internet service,Yes,No internet service,Yes,One year,No,Credit card (automatic),66.43780343469558,353.32585585971344,No
7981-A806,Male,0,Yes,Yes,47,Yes,No,No,No internet service,No,No internet service,No,No internet service,Yes,Two year,No,Credit card (automatic),77.00314013529342,3618.559917149269,No
8272-B557,Female,0,No,No,37,No,No phone service,Fiber optic,No internet service,Yes,No internet service,No,No internet service,Yes,One year,No,Mailed check,117.61189208615231,4353.743578581349,No
1693-C990,Female,0,No,No,16,Yes,Yes,No,Yes,No internet service,No,Yes,No,Yes,One year,Yes,Electronic check,78.7497733620446,1263.7759302213415,No
6776-C545,Female,1,Yes,Yes,26,No,No,No,Yes,No,No,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),97.2045842788737,2523.6443129651084,Yes
5498-C910,Male,1,No,Yes,53,No,No,Fiber optic,No,No internet service,No,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),91.2737788199551,4841.753980046039,Yes
1939-A787,Female,1,Yes,Yes,49,Yes,No phone service,Fiber optic,No internet service,No internet service,No,Yes,No internet service,No,Month-to-month,No,Mailed check,88.749806860701,4339.388574102982,Yes
7655-B625,Female,0,No,No,34,No,No phone service,No,No,Yes,Yes,Yes,Yes,No internet service,One year,Yes,Bank transfer (automatic),90.24509003896138,3049.5783036967105,No
3621-A246,Male,0,Yes,No,24,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),63.91818000378712,1541.1776660851071,No
8179-A229,Female,0,Yes,No,27,Yes,No,DSL,No internet service,No internet service,No internet service,No,No,Yes,One year,Yes,Credit card (automatic),65.9030975390716,1775.8859005077682,No
2101-A897,Female,0,No,Yes,14,No,No,Fiber optic,No,No,Yes,No internet service,No,Yes,One year,No,Credit card (automatic),65.27020510475862,904.0159530862321,No
7001-B492,Male,0,No,No,3,No,Yes,Fiber optic,No,No,No internet service,Yes,Yes,No internet service,Month-to-month,No,Electronic check,21.592088024867113,56.2740010479089,Yes
1530-C257,Female,0,No,Yes,72,No,No,DSL,No,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),42.477065698398505,3073.4999484923464,No
8371-B480,Male,0,Yes,Yes,26,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),33.78368266831322,883.0168772853646,Yes
8273-A687,Male,0,Yes,Yes,25,No,No phone service,Fiber optic,Yes,Yes,No,No internet service,No,No,Month-to-month,No,Electronic check,107.33772364542436,2668.220019310972,No
3255-C475,Female,0,Yes,No,18,Yes,No phone service,No,Yes,Yes,Yes,No internet service,No,Yes,One year,No,Electronic check,45.88442132852137,814.0497197875062,No
7521-B765,Female,0,No,Yes,16,No,No,Fiber optic,No internet service,Yes,No internet service,No,Yes,Yes,One year,No,Mailed check,32.16348476378681,511.6969601624188,No
5566-A216,Female,0,Yes,No,42,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),30.286576657043938,1276.8003131792657,No
1424-C290,Female,1,Yes,No,40,No,No phone service,DSL,No internet service,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,88.59897837249194,3536.0134211159493,No
9176-C496,Male,0,No,Yes,41,No,No,No,No,No,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),18.861372746953407,771.5868158766364,No
2929-B893,Female,0,Yes,Yes,49,Yes,Yes,No,No,Yes,Yes,No internet service,No internet service,No internet service,Two year,No,Electronic check,65.61609237652908,3216.334038332227,No
5264-C556,Male,0,Yes,No,39,Yes,No,No,Yes,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,30.196546112618723,1179.0179824831569,No
4515-C392,Female,0,No,Yes,38,No,Yes,Fiber optic,No,No,Yes,No,No,No internet service,One year,Yes,Mailed check,103.64116945240846,3914.4130770015286,No
9047-A225,Female,0,Yes,No,22,No,No,No,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),114.57426082347206,2522.850151834416,No
3223-A562,Female,0,No,Yes,51,No,No,DSL,No internet service,No internet service,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),114.60483892959782,5827.518188980085,No
3828-C555,Male,0,No,No,46,No,No phone service,No,No,Yes,No internet service,Yes,Yes,No,Month-to-month,No,Credit card (automatic),62.66739294915031,2879.836090845905,No
2438-C965,Female,0,No,No,62,No,No,DSL,Yes,Yes,Yes,Yes,Yes,No internet service,One year,Yes,Bank transfer (automatic),83.02373985569704,5142.457720584132,No
6236-C455,Female,0,No,No,68,No,No,No,No,Yes,No internet service,No,No internet service,No internet service,Month-to-month,No,Electronic check,78.52026571932984,5328.590739922428,No
2063-C655,Female,0,No,No,42,No,Yes,No,No,Yes,Yes,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),53.428909589288274,2252.4458747901194,Yes
5757-B971,Female,1,Yes,Yes,47,No,No phone service,DSL,Yes,No internet service,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),62.87848138776338,2944.048866625911,No
3580-C826,Male,0,Yes,Yes,33,Yes,Yes,No,No,No,No,Yes,No,No internet service,Two year,Yes,Electronic check,24.714531571945212,810.3501729803174,No
3852-B620,Female,0,No,No,39,Yes,Yes,No,No,No,Yes,No,No,No,One year,No,Mailed check,98.21775278348447,3839.2797002859265,No
4673-A305,Male,1,No,No,60,Yes,No phone service,No,No,Yes,Yes,Yes,No internet service,Yes,One year,No,Credit card (automatic),42.45075297153922,2541.5301742324564,No
3275-A909,Male,0,Yes,Yes,49,No,No phone service,Fiber optic,No,Yes,No internet service,No internet service,Yes,Yes,Two year,Yes,Credit card (automatic),64.5329967792058,3154.53174227423,No
9094-A469,Male,0,No,Yes,66,No,No phone service,DSL,No internet service,Yes,Yes,No,Yes,No internet service,One year,No,Mailed check,66.5523837284727,4389.775771638672,No
7044-B922,Male,0,No,Yes,61,No,No,No,No,No internet service,No,Yes,No,Yes,Month-to-month,No,Electronic check,74.60152978470748,4556.098342072868,Yes
3126-C188,Male,0,No,Yes,57,Yes,No phone service,DSL,No,No internet service,No internet service,Yes,No,Yes,Two year,No,Credit card (automatic),100.44660210775304,5739.919396189865,No
2077-B507,Male,1,Yes,Yes,32,No,No phone service,DSL,Yes,No,No,No,No internet service,No internet service,One year,Yes,Mailed check,87.78404514146685,2799.728228547561,No
8842-C520,Female,0,Yes,Yes,15,Yes,No phone service,DSL,No internet service,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,84.8878364374838,1264.766726907596,No
7708-C175,Male,1,No,No,47,No,Yes,No,Yes,Yes,No,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,71.18792232839644,3343.0689953853675,No
3053-B757,Male,0,No,Yes,9,Yes,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),27.89355337213229,253.34338686186234,Yes
2215-B577,Male,0,Yes,Yes,37,Yes,No,DSL,Yes,Yes,No internet service,No,No internet service,Yes,Two year,No,Credit card (automatic),58.65185140091157,2162.4160351937544,No
9476-B231,Female,0,Yes,No,18,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),114.46034355470049,2067.1718176634704,Yes
3981-A543,Female,0,No,Yes,35,No,No,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),118.30258156646937,4131.417577311902,No
9238-A951,Male,0,No,Yes,58,Yes,Yes,Fiber optic,Yes,No,No internet service,No internet service,No internet service,Yes,Two year,Yes,Bank transfer (automatic),91.66506368314228,5297.565147727292,No
3034-C256,Female,1,Yes,Yes,62,No,No phone service,DSL,Yes,No internet service,No,Yes,No,Yes,One year,No,Mailed check,41.11525378900183,2554.46348772977,No
5982-A265,Male,0,Yes,Yes,45,No,Yes,DSL,No,Yes,Yes,Yes,No,No,One year,No,Bank transfer (automatic),28.49000992334129,1288.5263412818206,No
6286-C330,Male,1,Yes,Yes,2,No,No,DSL,Yes,No,No internet service,Yes,Yes,Yes,Month-to-month,No,Mailed check,59.93381808414302,130.31414252461363,Yes
6669-C390,Female,0,No,No,64,No,Yes,No,No internet service,No,No internet service,Yes,No,No,Month-to-month,Yes,Credit card (automatic),104.33547618711323,6657.551478003676,No
2292-B301,Male,1,Yes,Yes,7,No,No phone service,Fiber optic,No internet service,No internet service,Yes,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),90.79735610944755,628.9253422509044,Yes
5496-A740,Female,0,No,No,50,Yes,No,Fiber optic,No,Yes,No internet service,Yes,No internet service,Yes,One year,No,Bank transfer (automatic),107.08116987288105,5351.547911962065,No
5961-C646,Female,0,Yes,No,72,No,No phone service,DSL,No internet service,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,80.13551962711405,5787.32699488639,No
2530-C756,Male,1,Yes,Yes,5,No,No phone service,No,No internet service,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),31.34800064126408,,Yes
3762-C694,Male,0,Yes,No,38,No,No,No,No,No,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,29.78699468331549,1118.4406310857341,No
3526-A774,Female,0,Yes,Yes,59,No,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,No internet service,No,Two year,Yes,Mailed check,23.074231414327993,1364.3470580928995,No
6531-C142,Male,0,No,No,27,No,No phone service,No,No,Yes,Yes,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),75.24153704263986,2044.6160624092374,No
1464-A146,Male,0,No,No,53,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No internet service,No internet service,Yes,Two year,Yes,Electronic check,42.6600667807913,2271.949928811547,No
5336-C315,Male,1,Yes,Yes,36,Yes,No phone service,Fiber optic,Yes,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Electronic check,92.05555595617253,3319.617996065489,Yes
7825-C754,Female,0,No,Yes,8,No,No phone service,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),87.21811855367947,700.3712721005174,Yes
1496-B742,Female,0,Yes,Yes,55,Yes,No phone service,No,No,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,50.22012961203585,2739.4296055674627,No
9938-B757,Male,0,Yes,Yes,58,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,36.01856747963847,2089.3335783695684,No
5949-B350,Female,0,Yes,Yes,1,No,No,Fiber optic,No internet service,No,No internet service,Yes,Yes,Yes,One year,Yes,Mailed check,28.54123515449812,30.322637779815484,No
7653-B564,Female,0,Yes,No,60,Yes,Yes,DSL,Yes,Yes,No internet service,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),92.35018501821625,5539.4120043504645,No
2195-C161,Female,0,No,No,57,No,No phone service,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),63.51932004030628,3627.6722411723517,No
3589-B525,Female,0,Yes,No,59,Yes,No phone service,Fiber optic,No,Yes,No internet service,No internet service,No,No,One year,Yes,Credit card (automatic),50.76475637490296,2993.360648091548,No
8933-B308,Female,0,Yes,No,39,Yes,No,DSL,No internet service,No,No,Yes,Yes,No,One year,Yes,Electronic check,104.34362808853437,4065.715863402813,No
6573-C247,Male,0,No,No,35,Yes,No phone service,DSL,No internet service,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,77.9081282652231,2737.174466499331,No
6121-C426,Male,0,Yes,No,36,No,No,No,Yes,No internet service,No internet service,No,Yes,Yes,Month-to-month,No,Electronic check,70.30923480785674,2526.9965659450854,No
6658-B233,Male,0,Yes,No,17,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,No internet service,No internet service,One year,No,Electronic check,92.95960608004938,1580.9598440822306,No
7070-C675,Female,0,Yes,Yes,62,Yes,Yes,No,No internet service,No internet service,No,No internet service,Yes,Yes,Two year,Yes,Credit card (automatic),100.21610559364647,6222.373859602901,No
2739-B347,Female,0,No,Yes,21,No,No phone service,No,Yes,No internet service,Yes,Yes,Yes,Yes,Two year,No,Electronic check,87.20035211998331,1821.100707007117,No
8642-A373,Male,0,Yes,No,10,No,No phone service,DSL,No internet service,No internet service,No internet service,Yes,No internet service,Yes,Two year,Yes,Electronic check,62.47063501923495,613.5144868707357,No
8366-A244,Female,0,No,No,57,Yes,No phone service,No,No,No internet service,No,Yes,No internet service,No,Month-to-month,Yes,Mailed check,56.36952866355484,3226.642535379134,No
2586-A397,Male,0,Yes,Yes,56,No,No,Fiber optic,No internet service,No,No,No internet service,No,No internet service,One year,Yes,Credit card (automatic),95.80232629640658,5359.003152561904,No
7293-C528,Male,0,Yes,Yes,3,Yes,No phone service,DSL,No internet service,No,No internet service,No,No,No,One year,Yes,Bank transfer (automatic),70.29966964434875,217.82333324990728,No
5067-A933,Male,0,No,Yes,6,Yes,No phone service,Fiber optic,Yes,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Mailed check,89.04080089099632,516.4915950275753,Yes
6364-C838,Female,0,Yes,Yes,60,No,Yes,Fiber optic,No internet service,Yes,No internet service,No,Yes,No,Two year,No,Mailed check,107.73507830259547,6439.074182224642,No
6123-A881,Female,0,Yes,No,53,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,110.29700879103866,5849.383766508501,No
3610-B627,Male,0,No,Yes,67,No,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),46.160421743677546,3091.4730503085007,No
8648-B415,Male,0,No,No,0,Yes,No phone service,DSL,No internet service,Yes,Yes,No internet service,Yes,No,Month-to-month,No,Electronic check,37.13294000238767,3.7363144166404716,Yes
9148-A192,Male,1,No,No,54,No,Yes,Fiber optic,No,Yes,No internet service,Yes,No,No internet service,Two year,No,Bank transfer (automatic),44.509379713852205,2422.2535925741176,No
7442-C568,Male,0,No,No,2,Yes,No phone service,DSL,No,No internet service,No internet service,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),93.76286293881803,175.15230767851222,Yes
4944-A697,Female,0,No,Yes,37,No,Yes,No,No internet service,No internet service,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,55.4408326226391,2051.692685980111,Yes
6781-A151,Female,0,Yes,Yes,0,Yes,No,Fiber optic,Yes,Yes,No,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,35.67562272455364,14.77466085582587,Yes
5609-B711,Male,0,No,No,37,No,Yes,DSL,No,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,No,Credit card (automatic),28.13774199695041,1030.1665527521986,No
8710-B649,Male,0,Yes,No,28,Yes,Yes,Fiber optic,No,No,No,No internet service,Yes,No internet service,Two year,No,Electronic check,51.14497547738363,1426.2120430090133,No
1133-A541,Female,1,Yes,No,4,No,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),31.931712255226387,110.05399698088955,Yes
3194-B844,Female,0,Yes,Yes,20,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,No internet service,One year,No,Bank transfer (automatic),33.965548059597346,701.6894537836328,No
6992-B474,Male,0,No,No,70,No,No phone service,DSL,No internet service,Yes,Yes,No internet service,Yes,No,Two year,Yes,Electronic check,86.98033933135015,6066.578348132833,No
1741-B152,Male,0,No,Yes,66,No,No phone service,No,No internet service,No,Yes,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),20.233075614674732,1343.3688475949666,No
4189-B666,Male,0,Yes,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,30.06410279335652,1369.750728886598,Yes
5728-A495,Female,0,No,No,34,No,No,No,No internet service,No internet service,Yes,No internet service,Yes,No,One year,Yes,Electronic check,103.10873186691619,3495.1879611511636,No
9261-B882,Female,0,No,No,67,Yes,Yes,DSL,Yes,No internet service,No internet service,Yes,No internet service,No,Month-to-month,No,Mailed check,103.16386554433444,6922.61853084264,No
5582-C796,Female,0,No,Yes,68,Yes,No,No,No,No internet service,No internet service,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),51.33896961573949,3483.624829547341,No
2946-A199,Male,0,No,Yes,0,No,Yes,DSL,Yes,Yes,No,No internet service,No,No internet service,One year,Yes,Electronic check,27.08927734105726,6.517875712270696,No
7453-B913,Male,0,Yes,No,67,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.09951854762419,5983.468058529271,No
6555-C474,Female,0,Yes,Yes,11,No,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,No internet service,One year,Yes,Mailed check,54.44323462127438,600.8825506905417,No
3363-A716,Female,0,No,No,59,No,No,No,No,Yes,Yes,No internet service,No internet service,No,Two year,No,Mailed check,22.819195034095046,1355.2253655037493,No
9341-B612,Male,0,Yes,Yes,26,Yes,No phone service,DSL,Yes,No internet service,No,Yes,No internet service,No,One year,Yes,Electronic check,34.11161162062975,887.7086340924004,No
1659-A139,Female,0,No,Yes,55,No,No,Fiber optic,No internet service,No,No,No,No,No,One year,Yes,Electronic check,32.040088602384444,1763.47493398393,No
